Country,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Age,ConvertedCompYearly
United States of America,Bachelors,18,14,Front-end Developer,4999.0,35.0,180000.0
Canada,Bachelors,12,6,Front-end Developer,499.0,25.0,61715.0
Other,Bachelors,10,7,Front-end Developer,4999.0,25.0,211000.0
United States of America,No bachelors,16,10,Full-stack Developer,99.0,25.0,125000.0
Netherlands,Post-grad,42,30,Full-stack Developer,19.0,45.0,173000.0
United States of America,Bachelors,13,8,Full-stack Developer,499.0,25.0,138000.0
Netherlands,Bachelors,12,9,Front-end Developer,99.0,25.0,38916.0
United States of America,Bachelors,20,15,Front-end Developer,4999.0,35.0,160000.0
Brazil,Bachelors,28,24,Full-stack Developer,499.0,35.0,19236.0
Turkey,Bachelors,7,4,Front-end Developer,99.0,25.0,29580.0
Spain,Bachelors,4,1,Front-end Developer,99.0,18.0,16860.0
Other,No bachelors,8,5,Front-end Developer,99.0,25.0,36324.0
Germany,No bachelors,15,8,Data Scientist or ML Engr.,499.0,25.0,75669.0
Brazil,Bachelors,10,1,Other,499.0,45.0,19236.0
Poland,Bachelors,7,4,Other,19.0,25.0,21264.0
Canada,Bachelors,22,17,Front-end Developer,499.0,35.0,119497.0
Spain,No bachelors,15,0,Full-stack Developer,499.0,25.0,24322.0
United States of America,No bachelors,20,10,Data Scientist or ML Engr.,499.0,25.0,330000.0
United States of America,No bachelors,5,1,Full-stack Developer,19.0,25.0,100000.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,17,11,Front-end Developer,499.0,25.0,142185.0
France,Post-grad,17,11,Front-end Developer,499.0,35.0,41508.0
United States of America,Bachelors,8,5,Software QA,9999.0,25.0,125000.0
Brazil,No bachelors,5,2,Front-end Developer,99.0,25.0,19236.0
Other,No bachelors,6,2,Front-end Developer,99.0,18.0,51887.0
Canada,No bachelors,13,7,Front-end Developer,499.0,25.0,113447.0
Germany,Bachelors,10,6,Full-stack Developer,499.0,25.0,83236.0
Brazil,Bachelors,5,1,Front-end Developer,19.0,18.0,8244.0
Australia,No bachelors,10,5,Data Scientist or ML Engr.,99.0,25.0,50100.0
Other,No bachelors,8,2,Front-end Developer,499.0,25.0,12936.0
United States of America,No bachelors,4,3,Front-end Developer,499.0,25.0,90000.0
United States of America,Bachelors,5,4,Full-stack Developer,499.0,25.0,116100.0
United States of America,No bachelors,14,4,Front-end Developer,99.0,25.0,80000.0
Other,Bachelors,6,2,Full-stack Developer,499.0,18.0,7068.0
United States of America,Bachelors,22,12,Front-end Developer,9999.0,35.0,116000.0
Other,Bachelors,7,5,Engineering Manager,4999.0,35.0,76668.0
Brazil,Bachelors,13,3,Front-end Developer,19.0,25.0,19236.0
United States of America,No bachelors,10,4,Data Scientist or ML Engr.,499.0,25.0,150000.0
Australia,Bachelors,10,5,Full-stack Developer,499.0,25.0,641376.0
Canada,No bachelors,12,6,Front-end Developer,19.0,25.0,136514.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,14,7,Full-stack Developer,99.0,25.0,71093.0
United States of America,Bachelors,8,3,Full-stack Developer,4999.0,25.0,46000.0
Other,No bachelors,6,2,Full-stack Developer,499.0,25.0,30120.0
United States of America,Bachelors,4,1,Front-end Developer,9999.0,18.0,6500000.0
Canada,Post-grad,5,2,Front-end Developer,499.0,45.0,46891.0
United States of America,Bachelors,5,2,Front-end Developer,499.0,18.0,164500.0
Australia,No bachelors,10,3,Data Scientist or ML Engr.,4999.0,25.0,96874.0
Other,No bachelors,5,1,Other,499.0,25.0,46000.0
United States of America,Bachelors,4,1,Other,19.0,18.0,85000.0
Other,No bachelors,6,4,Front-end Developer,19.0,25.0,33600.0
Australia,No bachelors,25,25,Front-end Developer,499.0,35.0,80172.0
Other,Bachelors,10,4,Full-stack Developer,99.0,25.0,19200.0
Other,Bachelors,5,1,Front-end Developer,499.0,25.0,25151.0
United States of America,No bachelors,10,7,Academic Researcher,499.0,25.0,960000.0
United States of America,Bachelors,5,4,Front-end Developer,99.0,25.0,4000000.0
United States of America,Bachelors,14,12,SRE or Devops,499.0,25.0,160000.0
United States of America,Bachelors,16,7,Front-end Developer,19.0,25.0,66430.0
Other,Bachelors,5,3,Front-end Developer,99.0,25.0,33600.0
United States of America,Bachelors,16,8,Full-stack Developer,499.0,25.0,155000.0
Other,Bachelors,7,4,Front-end Developer,499.0,25.0,21624.0
Other,No bachelors,32,14,Data Scientist or ML Engr.,499.0,35.0,94965.0
United States of America,Bachelors,18,8,Front-end Developer,4999.0,25.0,82000.0
India,No bachelors,5,0,Front-end Developer,499.0,18.0,22339.0
United States of America,No bachelors,6,2,Front-end Developer,499.0,18.0,82709.0
Canada,Bachelors,10,3,Full-stack Developer,499.0,25.0,98321.0
United States of America,No bachelors,4,3,Full-stack Developer,99.0,25.0,145000.0
United States of America,Bachelors,5,1,Software QA,499.0,18.0,90000.0
United States of America,No bachelors,15,4,Other,499.0,25.0,125000.0
Other,No bachelors,6,2,Front-end Developer,499.0,18.0,2652.0
United States of America,Bachelors,20,12,Front-end Developer,499.0,25.0,300000.0
United States of America,Bachelors,33,31,Front-end Developer,499.0,45.0,205000.0
India,Bachelors,9,4,Front-end Developer,499.0,25.0,27923.0
India,No bachelors,10,4,Data Scientist or ML Engr.,4999.0,25.0,20943.0
United States of America,Bachelors,8,4,Academic Researcher,499.0,25.0,40000.0
India,Bachelors,1,0,Other,99.0,18.0,9075.0
United States of America,No bachelors,10,8,Front-end Developer,99.0,25.0,140000.0
Canada,Bachelors,36,20,Front-end Developer,499.0,35.0,680682.0
United States of America,Bachelors,17,10,Front-end Developer,4999.0,35.0,130000.0
India,Bachelors,5,4,Full-stack Developer,499.0,25.0,11388.0
United States of America,Bachelors,16,7,Front-end Developer,499.0,25.0,515000.0
United States of America,No bachelors,13,7,Front-end Developer,499.0,25.0,250000.0
United States of America,No bachelors,15,8,Front-end Developer,499.0,25.0,450000.0
United States of America,Post-grad,15,10,Front-end Developer,499.0,45.0,720000.0
United States of America,No bachelors,25,20,Full-stack Developer,99.0,45.0,200000.0
Other,Bachelors,26,12,Front-end Developer,9999.0,35.0,57600.0
United States of America,Bachelors,10,5,Other,499.0,35.0,30000.0
United States of America,Post-grad,38,7,Engineering Manager,499.0,35.0,180000.0
United States of America,No bachelors,9,9,Front-end Developer,99.0,25.0,160000.0
Other,Bachelors,13,6,Front-end Developer,499.0,25.0,27329.0
Russian Federation,No bachelors,21,3,Full-stack Developer,499.0,25.0,6606.0
Australia,Bachelors,23,20,Front-end Developer,499.0,35.0,120250.0
Other,No bachelors,1,5,Front-end Developer,1.0,25.0,7212.0
Germany,No bachelors,18,14,Front-end Developer,499.0,25.0,97288.0
United States of America,Bachelors,8,5,Full-stack Developer,499.0,35.0,135000.0
India,No bachelors,1,0,Front-end Developer,499.0,18.0,16754.0
India,Bachelors,6,2,Data Scientist or ML Engr.,499.0,18.0,8726.0
Other,Bachelors,6,3,SRE or Devops,9999.0,25.0,62268.0
Switzerland,No bachelors,23,27,Full-stack Developer,19.0,35.0,63432.0
United States of America,Bachelors,0,0,Full-stack Developer,499.0,18.0,58000.0
India,Bachelors,12,3,Front-end Developer,4999.0,25.0,16056.0
Germany,Bachelors,4,0,Full-stack Developer,499.0,18.0,48644.0
India,Bachelors,11,7,Front-end Developer,499.0,25.0,418852.0
India,Bachelors,10,10,Front-end Developer,9999.0,25.0,48866.0
India,No bachelors,3,3,Front-end Developer,4999.0,25.0,8376.0
India,Bachelors,7,3,Front-end Developer,499.0,25.0,32112.0
France,No bachelors,28,12,Software QA,499.0,35.0,42396.0
Other,Bachelors,45,20,Front-end Developer,99.0,55.0,52836.0
Other,Bachelors,20,8,Full-stack Developer,499.0,35.0,67084.0
Other,Bachelors,10,6,Full-stack Developer,99.0,25.0,42000.0
Other,No bachelors,4,3,Full-stack Developer,19.0,18.0,11640.0
India,Bachelors,10,2,Front-end Developer,499.0,18.0,6831.0
Germany,No bachelors,30,25,Front-end Developer,499.0,45.0,108098.0
India,Bachelors,5,3,Front-end Developer,499.0,18.0,5264.0
Other,No bachelors,10,5,Front-end Developer,499.0,35.0,71340.0
India,Bachelors,6,1,Front-end Developer,99.0,18.0,10611.0
India,No bachelors,16,8,Front-end Developer,499.0,25.0,7679.0
Other,Bachelors,6,0,Front-end Developer,99.0,18.0,1788.0
Other,Bachelors,7,3,Front-end Developer,9999.0,25.0,3552.0
India,No bachelors,26,23,Full-stack Developer,499.0,45.0,34904.0
Sweden,No bachelors,12,7,Front-end Developer,99.0,25.0,55476.0
India,Bachelors,4,0,Front-end Developer,99.0,18.0,5585.0
Germany,No bachelors,7,4,Full-stack Developer,99.0,25.0,47563.0
India,No bachelors,13,7,Other,99.0,25.0,13404.0
Australia,Bachelors,16,11,Front-end Developer,99.0,25.0,106895.0
Other,No bachelors,7,3,Academic Researcher,4999.0,25.0,57312.0
Germany,No bachelors,20,7,Full-stack Developer,499.0,25.0,64860.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,20,16,Other,99.0,35.0,80000.0
Other,No bachelors,43,30,Full-stack Developer,99.0,55.0,118685.0
Sweden,Bachelors,15,8,Full-stack Developer,499.0,25.0,39276.0
Spain,No bachelors,12,4,Front-end Developer,99.0,18.0,32429.0
Italy,No bachelors,25,11,Full-stack Developer,4999.0,35.0,35672.0
Other,Bachelors,2,1,Front-end Developer,499.0,18.0,11676.0
Other,No bachelors,9,8,Front-end Developer,499.0,25.0,50040.0
Sweden,No bachelors,24,11,Full-stack Developer,4999.0,35.0,59160.0
Other,Bachelors,2,2,Front-end Developer,9999.0,25.0,14412.0
Other,Bachelors,2,0,Front-end Developer,499.0,25.0,26976.0
Other,No bachelors,35,21,Full-stack Developer,499.0,45.0,69053.0
Other,Bachelors,34,22,Full-stack Developer,499.0,45.0,100343.0
Germany,No bachelors,10,6,Front-end Developer,99.0,25.0,61616.0
Sweden,No bachelors,35,22,Front-end Developer,499.0,45.0,76092.0
Netherlands,Bachelors,30,24,Full-stack Developer,99.0,45.0,84316.0
India,Bachelors,10,3,Full-stack Developer,99.0,18.0,13236.0
Other,No bachelors,45,34,Front-end Developer,499.0,55.0,170000.0
Other,No bachelors,4,4,Front-end Developer,499.0,18.0,10020.0
India,Bachelors,10,4,Front-end Developer,499.0,25.0,43281.0
India,Bachelors,9,3,Front-end Developer,499.0,25.0,5364.0
Other,No bachelors,26,21,Full-stack Developer,99.0,45.0,70052.0
Australia,No bachelors,42,35,Front-end Developer,499.0,55.0,66810.0
India,Bachelors,12,5,Full-stack Developer,19.0,25.0,15912.0
Germany,No bachelors,40,22,Software QA,99.0,45.0,64859.0
Other,Post-grad,15,10,Academic Researcher,499.0,25.0,45396.0
Australia,Bachelors,30,21,Front-end Developer,499.0,35.0,267239.0
Other,No bachelors,10,9,Front-end Developer,499.0,25.0,37620.0
United States of America,Bachelors,11,2,Front-end Developer,499.0,18.0,80000.0
Russian Federation,Bachelors,5,2,Front-end Developer,4999.0,18.0,35856.0
India,Bachelors,6,2,Full-stack Developer,499.0,18.0,4188.0
India,Bachelors,10,7,Front-end Developer,4999.0,25.0,25128.0
India,No bachelors,20,14,Engineering Manager,499.0,35.0,37697.0
Germany,No bachelors,41,28,Other,99.0,55.0,108098.0
India,Bachelors,6,3,Front-end Developer,19.0,25.0,2513.0
Spain,No bachelors,18,5,Full-stack Developer,499.0,25.0,583728.0
Turkey,Bachelors,15,4,Full-stack Developer,499.0,25.0,29580.0
Other,No bachelors,8,5,Front-end Developer,99.0,25.0,48036.0
India,Bachelors,5,2,Front-end Developer,499.0,18.0,1428.0
Poland,No bachelors,20,11,Front-end Developer,499.0,25.0,41004.0
India,Bachelors,4,3,Front-end Developer,1.0,18.0,12500.0
Other,Bachelors,5,3,Front-end Developer,99.0,25.0,18108.0
Russian Federation,No bachelors,7,4,Front-end Developer,4999.0,18.0,24540.0
Other,Bachelors,9,3,Front-end Developer,499.0,25.0,8532.0
Other,Bachelors,20,5,Other,499.0,25.0,33732.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,14,9,Full-stack Developer,99.0,25.0,116333.0
France,No bachelors,10,5,Other,499.0,25.0,42158.0
Other,Bachelors,13,9,Front-end Developer,19.0,25.0,80000.0
United States of America,Bachelors,7,3,Full-stack Developer,499.0,25.0,200000.0
Other,No bachelors,6,1,Software QA,499.0,18.0,26592.0
United States of America,No bachelors,20,7,Front-end Developer,499.0,35.0,150000.0
India,No bachelors,8,5,Other,4999.0,25.0,9354.0
Netherlands,Bachelors,3,2,Full-stack Developer,99.0,25.0,38916.0
Other,No bachelors,20,10,Front-end Developer,499.0,35.0,10896.0
France,No bachelors,5,3,Front-end Developer,99.0,18.0,37834.0
Poland,Bachelors,7,4,Other,4999.0,25.0,30372.0
Other,Bachelors,6,2,Full-stack Developer,99.0,25.0,5652.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,16,14,Front-end Developer,19.0,45.0,60106.0
Sweden,Post-grad,15,5,Academic Researcher,99.0,25.0,40500.0
Netherlands,Bachelors,5,3,Front-end Developer,499.0,18.0,38916.0
Other,No bachelors,3,2,Front-end Developer,499.0,25.0,14916.0
France,No bachelors,15,6,Front-end Developer,499.0,25.0,57292.0
Netherlands,No bachelors,11,8,Front-end Developer,99.0,25.0,53832.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,10,5,Other,4999.0,25.0,558396.0
Poland,No bachelors,5,5,Front-end Developer,499.0,25.0,39492.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,30,26,Full-stack Developer,19.0,45.0,129259.0
Other,Bachelors,5,3,Front-end Developer,499.0,25.0,49941.0
Germany,No bachelors,8,2,Full-stack Developer,499.0,25.0,50806.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,20,17,Full-stack Developer,499.0,35.0,135722.0
France,No bachelors,8,3,Full-stack Developer,19.0,25.0,428064.0
India,Bachelors,16,10,Other,4999.0,25.0,61432.0
France,No bachelors,6,3,Engineering Manager,19.0,18.0,428064.0
Spain,No bachelors,25,15,Data Scientist or ML Engr.,499.0,35.0,531840.0
Other,Bachelors,5,2,Other,499.0,18.0,2555600.0
India,Bachelors,2,2,Front-end Developer,499.0,18.0,4188.0
Other,No bachelors,6,2,Front-end Developer,99.0,18.0,29343.0
Other,No bachelors,5,2,Full-stack Developer,499.0,18.0,50364.0
Switzerland,Bachelors,4,1,Front-end Developer,99.0,25.0,66072.0
France,Bachelors,8,2,Software QA,499.0,25.0,46482.0
Other,Bachelors,4,3,Full-stack Developer,99.0,18.0,11652.0
Other,No bachelors,19,11,Other,499.0,25.0,45396.0
Germany,Bachelors,10,4,Front-end Developer,499.0,18.0,48644.0
Other,No bachelors,5,3,Front-end Developer,499.0,35.0,7704.0
Poland,Bachelors,9,7,Other,499.0,25.0,61236.0
Italy,No bachelors,25,20,Front-end Developer,499.0,35.0,48644.0
Germany,Bachelors,20,10,Front-end Developer,99.0,25.0,68748.0
Poland,No bachelors,2,1,Front-end Developer,19.0,18.0,12144.0
India,Bachelors,5,0,Front-end Developer,499.0,18.0,3348.0
Russian Federation,No bachelors,3,1,Front-end Developer,499.0,18.0,11328.0
Turkey,Bachelors,8,5,Full-stack Developer,499.0,25.0,17748.0
Other,No bachelors,6,0,Full-stack Developer,99.0,18.0,9084.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,23,15,Other,9999.0,35.0,129259.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,2,0,Front-end Developer,499.0,18.0,27144.0
Other,Post-grad,25,11,Academic Researcher,499.0,35.0,41919.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,3,Full-stack Developer,4999.0,25.0,42656.0
India,Bachelors,7,2,Front-end Developer,4999.0,18.0,16752.0
Sweden,No bachelors,6,3,Front-end Developer,99.0,25.0,44184.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,10,Front-end Developer,4999.0,25.0,135722.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,6,Full-stack Developer,19.0,18.0,36193.0
Other,Bachelors,5,5,Full-stack Developer,19.0,25.0,5928.0
Ukraine,No bachelors,6,5,Front-end Developer,19.0,25.0,34800.0
Other,No bachelors,10,4,SRE or Devops,499.0,25.0,57185.0
Netherlands,Bachelors,13,3,Front-end Developer,99.0,25.0,30808.0
Other,Post-grad,8,6,Other,499.0,18.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,4,0,Front-end Developer,499.0,18.0,38778.0
Other,Bachelors,5,2,Full-stack Developer,99.0,35.0,38916.0
Other,No bachelors,9,1,Front-end Developer,499.0,25.0,12972.0
Other,No bachelors,12,8,Front-end Developer,99.0,25.0,38220.0
Other,Bachelors,6,4,Front-end Developer,99.0,25.0,8424.0
Other,Bachelors,6,0,Full-stack Developer,19.0,18.0,3528.0
India,Bachelors,13,12,Front-end Developer,499.0,35.0,301572.0
United States of America,Bachelors,25,14,Front-end Developer,4999.0,35.0,240000.0
Poland,No bachelors,10,3,Front-end Developer,499.0,25.0,20472.0
Other,Bachelors,7,4,Front-end Developer,99.0,18.0,32424.0
Germany,Post-grad,25,10,Front-end Developer,99.0,35.0,59676.0
Other,Bachelors,7,1,Front-end Developer,499.0,25.0,51888.0
Sweden,No bachelors,14,11,Full-stack Developer,4999.0,35.0,79776.0
Other,No bachelors,9,4,Front-end Developer,99.0,25.0,25151.0
Other,No bachelors,15,10,Full-stack Developer,4999.0,25.0,24324.0
Germany,No bachelors,25,14,Full-stack Developer,499.0,35.0,59454.0
Germany,No bachelors,5,4,Front-end Developer,99.0,25.0,47563.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,29,10,Full-stack Developer,499.0,35.0,77831.0
Other,No bachelors,15,10,Engineering Manager,499.0,35.0,114324.0
Other,Bachelors,9,4,Front-end Developer,4999.0,25.0,40212.0
United States of America,Bachelors,20,12,Full-stack Developer,19.0,45.0,150000.0
India,Bachelors,4,0,Other,499.0,18.0,5305.0
Other,No bachelors,15,10,Front-end Developer,99.0,35.0,30996.0
France,Post-grad,15,6,Front-end Developer,499.0,25.0,24252.0
China,Bachelors,10,7,Full-stack Developer,19.0,25.0,42868.0
France,No bachelors,9,3,Full-stack Developer,499.0,18.0,41077.0
France,No bachelors,7,2,Full-stack Developer,499.0,18.0,47563.0
Italy,No bachelors,6,2,Full-stack Developer,499.0,18.0,25944.0
Other,Bachelors,10,7,Full-stack Developer,499.0,25.0,38915.0
Other,No bachelors,12,4,Full-stack Developer,99.0,25.0,31128.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,8,5,Front-end Developer,99.0,25.0,73678.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,11,8,Front-end Developer,4999.0,25.0,82726.0
Germany,No bachelors,8,3,Front-end Developer,99.0,18.0,38916.0
Germany,No bachelors,10,5,Front-end Developer,499.0,25.0,583728.0
Italy,Bachelors,6,1,Full-stack Developer,99.0,25.0,18156.0
Brazil,No bachelors,3,3,Other,9999.0,35.0,19236.0
Ukraine,No bachelors,13,6,Other,4999.0,25.0,51600.0
France,Bachelors,10,5,Full-stack Developer,99.0,18.0,35028.0
France,Bachelors,0,2,Data Scientist or ML Engr.,499.0,25.0,32424.0
France,Post-grad,22,12,Data Scientist or ML Engr.,499.0,35.0,38916.0
Switzerland,No bachelors,10,4,Full-stack Developer,19.0,25.0,85385.0
Other,No bachelors,5,4,Front-end Developer,99.0,25.0,27240.0
Other,No bachelors,5,2,Front-end Developer,499.0,18.0,16008.0
Germany,No bachelors,5,3,Academic Researcher,499.0,25.0,34591.0
Netherlands,No bachelors,32,10,Other,499.0,35.0,513684.0
Italy,No bachelors,38,25,SRE or Devops,499.0,45.0,64859.0
Other,No bachelors,3,0,Front-end Developer,499.0,35.0,35672.0
Germany,Bachelors,15,5,Data Scientist or ML Engr.,499.0,25.0,86478.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,5,Data Scientist or ML Engr.,499.0,25.0,77556.0
France,No bachelors,10,9,Data Scientist or ML Engr.,499.0,35.0,86478.0
Australia,Bachelors,11,3,Front-end Developer,4999.0,25.0,90193.0
Other,No bachelors,5,0,Other,99.0,25.0,3156.0
Netherlands,No bachelors,6,4,Front-end Developer,99.0,25.0,45396.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,35,22,Front-end Developer,4999.0,35.0,310223.0
Spain,No bachelors,12,6,Other,99.0,25.0,43239.0
Ukraine,No bachelors,2,1,Front-end Developer,99.0,18.0,15600.0
Other,Bachelors,11,8,Front-end Developer,499.0,25.0,31380.0
India,Bachelors,10,10,Front-end Developer,499.0,25.0,41885.0
Other,No bachelors,3,2,Front-end Developer,99.0,18.0,4608.0
Germany,Bachelors,13,7,Full-stack Developer,499.0,35.0,64859.0
Other,Bachelors,8,3,Other,99.0,18.0,24000.0
Other,Bachelors,10,7,Front-end Developer,99.0,25.0,19452.0
India,No bachelors,3,1,Front-end Developer,499.0,18.0,12566.0
Other,Bachelors,8,2,Other,99.0,25.0,19452.0
Other,Bachelors,3,2,Full-stack Developer,499.0,35.0,45396.0
Germany,No bachelors,15,13,Full-stack Developer,499.0,35.0,622644.0
Australia,No bachelors,10,5,Other,499.0,25.0,86853.0
Other,No bachelors,10,5,Front-end Developer,499.0,25.0,66716.0
Germany,No bachelors,15,4,Data Scientist or ML Engr.,9999.0,25.0,61616.0
Turkey,Bachelors,6,1,Front-end Developer,19.0,18.0,9372.0
India,Bachelors,9,3,Full-stack Developer,9999.0,25.0,8376.0
Australia,Bachelors,22,19,Full-stack Developer,99.0,35.0,66810.0
Germany,Bachelors,8,4,Front-end Developer,99.0,25.0,486441.0
Poland,No bachelors,4,2,Front-end Developer,499.0,25.0,27336.0
United States of America,Bachelors,27,7,Full-stack Developer,499.0,35.0,115000.0
Poland,No bachelors,20,17,Front-end Developer,499.0,35.0,57708.0
Germany,No bachelors,12,5,Data Scientist or ML Engr.,19.0,25.0,53184.0
Poland,Bachelors,5,2,Front-end Developer,499.0,25.0,27336.0
France,No bachelors,8,5,Front-end Developer,499.0,25.0,43239.0
Other,No bachelors,8,2,Full-stack Developer,499.0,25.0,59292.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,8,4,Full-stack Developer,499.0,25.0,109871.0
Other,No bachelors,13,5,Front-end Developer,499.0,25.0,40032.0
Other,Bachelors,5,1,Front-end Developer,499.0,25.0,75527.0
Germany,Bachelors,13,6,Front-end Developer,99.0,25.0,54049.0
Poland,No bachelors,15,4,Front-end Developer,4999.0,25.0,21264.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,4,Full-stack Developer,99.0,18.0,28230.0
India,Bachelors,13,10,Front-end Developer,499.0,25.0,6696.0
France,No bachelors,18,12,Other,99.0,35.0,43239.0
Other,Bachelors,19,11,Front-end Developer,499.0,35.0,38772.0
India,Bachelors,20,17,Front-end Developer,499.0,35.0,29320.0
India,Bachelors,6,3,Full-stack Developer,499.0,25.0,25131.0
India,Bachelors,4,1,Front-end Developer,99.0,18.0,2184.0
India,Bachelors,5,0,Full-stack Developer,4999.0,18.0,22688.0
Germany,Bachelors,11,0,Full-stack Developer,499.0,18.0,50806.0
Russian Federation,No bachelors,15,15,Front-end Developer,499.0,25.0,60396.0
India,Bachelors,8,4,Full-stack Developer,499.0,25.0,33159.0
Netherlands,Bachelors,5,0,Full-stack Developer,499.0,25.0,34764.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,8,5,Other,99.0,25.0,60493.0
Germany,No bachelors,18,3,Front-end Developer,99.0,25.0,63778.0
Other,No bachelors,9,3,Other,499.0,25.0,18192.0
Other,No bachelors,15,7,Front-end Developer,19.0,25.0,31692.0
Other,No bachelors,14,9,Full-stack Developer,499.0,25.0,123664.0
Other,No bachelors,5,0,Full-stack Developer,99.0,18.0,15372.0
Netherlands,No bachelors,10,6,Other,99.0,35.0,58368.0
India,Bachelors,8,6,Other,499.0,25.0,50262.0
India,Bachelors,6,0,Front-end Developer,499.0,18.0,13962.0
Canada,No bachelors,15,12,Front-end Developer,4999.0,35.0,170170.0
Israel,Bachelors,20,15,Full-stack Developer,19.0,45.0,122578.0
Spain,Bachelors,8,3,Front-end Developer,499.0,25.0,454008.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,7,3,Full-stack Developer,99.0,18.0,21600.0
Germany,No bachelors,3,1,Full-stack Developer,99.0,25.0,36753.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,6,Front-end Developer,99.0,25.0,58167.0
Sweden,No bachelors,15,4,Front-end Developer,499.0,25.0,92049.0
Other,Bachelors,7,1,Other,99.0,18.0,13620.0
India,Bachelors,10,9,Front-end Developer,499.0,25.0,20943.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,15,Front-end Developer,499.0,45.0,434316.0
Israel,No bachelors,10,6,Full-stack Developer,499.0,25.0,147096.0
Other,Bachelors,1,1,Front-end Developer,499.0,18.0,196020.0
Other,Bachelors,6,1,Full-stack Developer,499.0,25.0,53948.0
Russian Federation,No bachelors,27,10,Front-end Developer,499.0,45.0,18612.0
India,Bachelors,5,4,Front-end Developer,499.0,25.0,9773.0
Netherlands,Bachelors,9,4,Front-end Developer,99.0,18.0,34380.0
India,Bachelors,5,3,Front-end Developer,9999.0,18.0,23735.0
Germany,No bachelors,5,0,Full-stack Developer,19.0,18.0,27240.0
India,Bachelors,12,9,Front-end Developer,499.0,25.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,11,3,Full-stack Developer,499.0,25.0,40070.0
Other,Bachelors,15,12,Front-end Developer,99.0,35.0,51888.0
Germany,No bachelors,15,10,Front-end Developer,499.0,25.0,86478.0
Germany,Bachelors,9,6,Front-end Developer,499.0,25.0,70264.0
Sweden,Bachelors,16,10,Front-end Developer,99.0,25.0,54000.0
Other,No bachelors,18,13,Data Scientist or ML Engr.,19.0,25.0,54049.0
Spain,Bachelors,4,3,Front-end Developer,99.0,18.0,32429.0
Other,No bachelors,12,6,Front-end Developer,99.0,25.0,62697.0
Other,Bachelors,20,15,Front-end Developer,499.0,35.0,60363.0
India,Bachelors,10,6,Full-stack Developer,4999.0,25.0,16752.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,28,15,Academic Researcher,4999.0,35.0,31020.0
Netherlands,No bachelors,11,8,Front-end Developer,9999.0,25.0,70264.0
Germany,No bachelors,12,10,Front-end Developer,4999.0,25.0,123232.0
Brazil,No bachelors,12,10,Full-stack Developer,19.0,35.0,13740.0
India,Bachelors,13,7,Front-end Developer,99.0,25.0,20000.0
Poland,No bachelors,12,3,Front-end Developer,499.0,25.0,24300.0
India,Bachelors,10,8,Full-stack Developer,499.0,25.0,26527.0
Germany,Post-grad,7,5,Other,19.0,35.0,75669.0
Other,No bachelors,34,20,Other,9999.0,45.0,84316.0
India,No bachelors,7,5,Other,4999.0,25.0,9773.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,26,15,Other,499.0,35.0,155111.0
India,No bachelors,9,6,Other,499.0,25.0,33508.0
Other,No bachelors,15,10,Front-end Developer,499.0,25.0,13188.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,5,2,Full-stack Developer,99.0,18.0,28230.0
Other,No bachelors,15,5,Other,99.0,45.0,32712.0
Australia,No bachelors,15,2,Other,499.0,25.0,50100.0
Germany,Bachelors,16,3,Front-end Developer,499.0,25.0,86478.0
India,Bachelors,9,5,Front-end Developer,99.0,25.0,56.0
Spain,Bachelors,4,1,Front-end Developer,499.0,18.0,24720.0
Germany,No bachelors,9,5,Front-end Developer,499.0,25.0,49296.0
France,No bachelors,17,10,Other,99.0,35.0,64859.0
India,Bachelors,7,4,Other,9999.0,25.0,279.0
Other,Bachelors,11,9,Front-end Developer,4999.0,35.0,32568.0
Australia,Bachelors,16,6,Front-end Developer,499.0,25.0,76831.0
